pan.P4.m.0.cv2.bn.weight                                               (64,)                          torch.float32        numel=64
pan.P4.m.0.cv2.bn.bias                                                 (64,)                          torch.float32        numel=64
pan.P4.m.0.cv2.bn.running_mean                                         (64,)                          torch.float32        numel=64
pan.P4.m.0.cv2.bn.running_var                                          (64,)                          torch.float32        numel=64
pan.P4.m.0.cv2.bn.num_batches_tracked                                  ()                             torch.int64          numel=1
pan.convP4.conv.weight                                                 (128, 128, 3, 3)               torch.float32        numel=147456
pan.convP4.bn.weight                                                   (128,)                         torch.float32        numel=128
pan.convP4.bn.bias                                                     (128,)                         torch.float32        numel=128
pan.convP4.bn.running_mean                                             (128,)                         torch.float32        numel=128
pan.convP4.bn.running_var                                              (128,)                         torch.float32        numel=128
pan.convP4.bn.num_batches_tracked                                      ()                             torch.int64          numel=1
pan.P5.cv1.conv.weight                                                 (128, 384, 1, 1)               torch.float32        numel=49152
pan.P5.cv1.bn.weight                                                   (128,)                         torch.float32        numel=128
pan.P5.cv1.bn.bias                                                     (128,)                         torch.float32        numel=128
pan.P5.cv1.bn.running_mean                                             (128,)                         torch.float32        numel=128
pan.P5.cv1.bn.running_var                                              (128,)                         torch.float32        numel=128
pan.P5.cv1.bn.num_batches_tracked                                      ()                             torch.int64          numel=1
pan.P5.cv2.conv.weight                                                 (128, 384, 1, 1)               torch.float32        numel=49152
pan.P5.cv2.bn.weight                                                   (128,)                         torch.float32        numel=128
pan.P5.cv2.bn.bias                                                     (128,)                         torch.float32        numel=128
pan.P5.cv2.bn.running_mean                                             (128,)                         torch.float32        numel=128
pan.P5.cv2.bn.running_var                                              (128,)                         torch.float32        numel=128
pan.P5.cv2.bn.num_batches_tracked                                      ()                             torch.int64          numel=1
pan.P5.cv3.conv.weight                                                 (256, 256, 1, 1)               torch.float32        numel=65536
pan.P5.cv3.bn.weight                                                   (256,)                         torch.float32        numel=256
pan.P5.cv3.bn.bias                                                     (256,)                         torch.float32        numel=256
pan.P5.cv3.bn.running_mean                                             (256,)                         torch.float32        numel=256
pan.P5.cv3.bn.running_var                                              (256,)                         torch.float32        numel=256
pan.P5.cv3.bn.num_batches_tracked                                      ()                             torch.int64          numel=1
pan.P5.m.0.cv1.conv.weight                                             (128, 128, 1, 1)               torch.float32        numel=16384
pan.P5.m.0.cv1.bn.weight                                               (128,)                         torch.float32        numel=128
pan.P5.m.0.cv1.bn.bias                                                 (128,)                         torch.float32        numel=128
pan.P5.m.0.cv1.bn.running_mean                                         (128,)                         torch.float32        numel=128
pan.P5.m.0.cv1.bn.running_var                                          (128,)                         torch.float32        numel=128
pan.P5.m.0.cv1.bn.num_batches_tracked                                  ()                             torch.int64          numel=1
pan.P5.m.0.cv2.conv.weight                                             (128, 128, 3, 3)               torch.float32        numel=147456
pan.P5.m.0.cv2.bn.weight                                               (128,)                         torch.float32        numel=128
pan.P5.m.0.cv2.bn.bias                                                 (128,)                         torch.float32        numel=128
pan.P5.m.0.cv2.bn.running_mean                                         (128,)                         torch.float32        numel=128
pan.P5.m.0.cv2.bn.running_var                                          (128,)                         torch.float32        numel=128
pan.P5.m.0.cv2.bn.num_batches_tracked                                  ()                             torch.int64          numel=1
head.anchors                                                           (3, 3, 2)                      torch.float32        numel=18
head.anchor_grid                                                       (3, 1, 3, 1, 1, 2)             torch.float32        numel=18
head.m.0.weight                                                        (21, 64, 1, 1)                 torch.float32        numel=1344
head.m.0.bias                                                          (21,)                          torch.float32        numel=21
head.m.1.weight                                                        (21, 128, 1, 1)                torch.float32        numel=2688
head.m.1.bias                                                          (21,)                          torch.float32        numel=21
head.m.2.weight                                                        (21, 256, 1, 1)                torch.float32        numel=5376
head.m.2.bias                                                          (21,)                          torch.float32        numel=21
